Time,X,Y,Original,Trend,Seasonal,Residual
201501,178861,2608238,0.4,-1.425683688,1.718211313,0.107472375
201502,178861,2608238,-0.9,-1.588024074,0.69433084,-0.006306766
201503,178861,2608238,-2.3,-1.748092171,-0.50302972,-0.048878109
201504,178861,2608238,-3.1,-1.906105062,-1.202782828,0.00888789
201505,178861,2608238,-3.8,-2.062151257,-1.68206651,-0.055782233
201506,178861,2608238,-3.6,-2.216361236,-1.348378541,-0.035260224
201507,178861,2608238,-3.6,-2.365088062,-1.064396964,-0.170514974
201508,178861,2608238,-2.9,-2.49445302,-0.429268087,0.023721107
201509,178861,2608238,-1.7,-2.611405075,0.899692186,0.011712889
201510,178861,2608238,-1.9,-2.694317204,0.819842308,-0.025525105
201511,178861,2608238,-1.9,-2.741480787,0.895210476,-0.053729689
201512,178861,2608238,-1.7,-2.763283713,1.313028214,-0.249744501
201601,178861,2608238,-1.4,-2.752895675,1.702993126,-0.350097451
201602,178861,2608238,-2.3,-2.724914986,0.395101021,0.029813966
201603,178861,2608238,-3.2,-2.701469688,-0.635354292,0.136823981
201604,178861,2608238,-2.8,-2.67889934,-1.068152863,0.947052202
201605,178861,2608238,-3.9,-2.661496877,-1.680533933,0.44203081
201606,178861,2608238,-3.9,-2.675860332,-1.251070516,0.026930848
201607,178861,2608238,-3.4,-2.721393563,-0.82905822,0.150451783
201608,178861,2608238,-3.2,-2.802741406,-0.256554556,-0.140704038
201609,178861,2608238,-2.8,-2.926990556,0.897983428,-0.770992872
201610,178861,2608238,-2.3,-3.082097237,0.674246923,0.107850315
201611,178861,2608238,-2.3,-3.253506896,0.829861791,0.123645105
201612,178861,2608238,-1.9,-3.445923798,1.315136448,0.230787349
201701,178861,2608238,-1.9,-3.68399856,1.671103292,0.112895268
201702,178861,2608238,-3.9,-3.94642901,0.089853376,-0.043424366
201703,178861,2608238,-5.1,-4.196330521,-0.762209992,-0.141459488
201704,178861,2608238,-6.3,-4.43904527,-0.938881914,-0.922072816
201705,178861,2608238,-6.6,-4.684327722,-1.671695873,-0.243976405
201706,178861,2608238,-6.1,-4.930712995,-1.186330412,0.017043407
201707,178861,2608238,-5.6,-5.16794596,-0.629162051,0.197108011
201708,178861,2608238,-5.3,-5.392112497,-0.123026587,0.215139083
201709,178861,2608238,-4.8,-5.609177659,0.867842137,-0.058664477
201710,178861,2608238,-5.6,-5.829269597,0.52266995,-0.293400353
201711,178861,2608238,-5.5,-6.058794095,0.737691754,-0.178897659
201712,178861,2608238,-4.9,-6.294092337,1.256529523,0.137562814
201801,178861,2608238,-4.8,-6.528174172,1.570231671,0.1579425
201802,178861,2608238,-5.5,-6.755696587,0.303883322,0.951813265
201803,178861,2608238,-6.6,-6.998670281,-0.714564866,1.113235147
201804,178861,2608238,-8.1,-7.248312986,-0.846423463,-0.005263551
201805,178861,2608238,-9.2,-7.504118069,-1.713919338,0.018037407
201806,178861,2608238,-9.7,-7.759022032,-1.181694942,-0.759283026
201807,178861,2608238,-8.8,-7.981782245,-0.520036678,-0.298181076
201808,178861,2608238,-8.3,-8.182424306,-0.057683233,-0.059892461
201809,178861,2608238,-7.5,-8.371669166,0.803036059,0.068633107
201810,178861,2608238,-8.2,-8.531137047,0.50489547,-0.173758423
201811,178861,2608238,-8,-8.660021053,0.617869014,0.042152039
201812,178861,2608238,-7.7,-8.760173596,1.070213774,-0.010040178
201901,178861,2608238,-7.5,-8.776595108,1.417523325,-0.140928217
201902,178861,2608238,-9.4,-8.760858922,0.429838637,-1.068979715
201903,178861,2608238,-9.7,-8.740219333,-0.550546577,-0.40923409
201904,178861,2608238,-10.4,-8.715110088,-0.746095719,-0.938794193
201905,178861,2608238,-10.3,-8.667148298,-1.708783429,0.075931727
201906,178861,2608238,-9.8,-8.589388457,-1.168879009,-0.041732534
201907,178861,2608238,-8.9,-8.555647808,-0.462767616,0.118415425
201908,178861,2608238,-7.8,-8.579032173,-0.030276409,0.809308582
201909,178861,2608238,-7.1,-8.632174413,0.716307955,0.815866458
201910,178861,2608238,-7.6,-8.689329186,0.572196148,0.517133038
201911,178861,2608238,-8.1,-8.738111938,0.476701989,0.161409949
201912,178861,2608238,-8.2,-8.820785646,0.880018755,-0.259233109
202001,178861,2608238,-7.7,-8.986013644,1.249217642,0.036796002
202002,178861,2608238,-8.6,-9.176996264,0.558735911,0.018260354
202003,178861,2608238,-9.6,-9.36939084,-0.393720771,0.163111612
202004,178861,2608238,-10.2,-9.561364721,-0.642840793,0.004205514
202005,178861,2608238,-11.5,-9.760185653,-1.696346482,-0.043467865
202006,178861,2608238,-11.1,-9.973085551,-1.157527186,0.030612737
202007,178861,2608238,-10.6,-10.19022568,-0.394512584,-0.015261738
202008,178861,2608238,-10.4,-10.40046118,-0.008581492,0.009042668
202009,178861,2608238,-10,-10.60928043,0.62468506,-0.015404627
202010,178861,2608238,-10.2,-10.81783217,0.663672102,-0.045839936
202011,178861,2608238,-10.8,-11.02624755,0.33315596,-0.106908414
202012,178861,2608238,-10.4,-11.23409382,0.686061647,0.14803217
