Time,X,Y,Original,Trend,Seasonal,Residual
201501,187772,2620611,-0.3,-1.852450004,1.508942928,0.043507076
201502,187772,2620611,-1.5,-2.015665297,0.455356601,0.060308697
201503,187772,2620611,-2.5,-2.177189378,-0.261614845,-0.061195777
201504,187772,2620611,-3.3,-2.337319201,-0.926603755,-0.036077044
201505,187772,2620611,-4.2,-2.496299536,-1.715502459,0.011801995
201506,187772,2620611,-3.6,-2.654328284,-0.894853677,-0.050818038
201507,187772,2620611,-3.3,-2.808989563,-0.398835637,-0.0921748
201508,187772,2620611,-3,-2.947102094,-0.048818608,-0.004079298
201509,187772,2620611,-2.8,-3.083548196,0.271933569,0.011614626
201510,187772,2620611,-2.6,-3.219201719,0.605289169,0.01391255
201511,187772,2620611,-2.9,-3.350142868,0.417149159,0.032993709
201512,187772,2620611,-2.5,-3.479702461,0.957516881,0.02218558
201601,187772,2620611,-2.3,-3.608263913,1.33571995,-0.027456037
201602,187772,2620611,-3.6,-3.731085979,0.327739868,-0.196653888
201603,187772,2620611,-4,-3.866799556,-0.235352618,0.102152174
201604,187772,2620611,-3.5,-4.021831282,-0.895936063,1.417767345
201605,187772,2620611,-4.5,-4.180732636,-1.583562321,1.264294957
201606,187772,2620611,-4.9,-4.33519688,-0.754799441,0.189996321
201607,187772,2620611,-4.5,-4.503845635,-0.075731235,0.07957687
201608,187772,2620611,-4.8,-4.717351471,-0.070246522,-0.012402008
201609,187772,2620611,-4.6,-4.961693148,0.418367365,-0.056674217
201610,187772,2620611,-4,-5.2033477,0.328978848,0.874368852
201611,187772,2620611,-4.5,-5.435725168,0.263437583,0.672287585
201612,187772,2620611,-4.8,-5.652887118,0.904505157,-0.051618039
201701,187772,2620611,-4.8,-5.863968254,1.168589725,-0.104621471
201702,187772,2620611,-5.8,-6.064287179,0.221284256,0.043002922
201703,187772,2620611,-7.3,-6.248575656,-0.213393445,-0.838030898
201704,187772,2620611,-7.2,-6.425592398,-0.870156127,0.095748525
201705,187772,2620611,-8.1,-6.602541469,-1.45002855,-0.047429982
201706,187772,2620611,-7.5,-6.801950846,-0.608947259,-0.089101895
201707,187772,2620611,-6.7,-7.024286943,0.204367584,0.119919359
201708,187772,2620611,-6.9,-7.2509834,-0.096497019,0.447480419
201709,187772,2620611,-6.5,-7.472878495,0.558043508,0.414834987
201710,187772,2620611,-7.7,-7.692002087,0.054013273,-0.062011186
201711,187772,2620611,-7.9,-7.919786221,0.110092339,-0.090306118
201712,187772,2620611,-7.3,-8.158384421,0.847307053,0.011077368
201801,187772,2620611,-7.3,-8.391137139,1.056770837,0.034366302
201802,187772,2620611,-7.7,-8.616824388,0.299728354,0.617096034
201803,187772,2620611,-9.1,-8.852271566,-0.267749783,0.020021349
201804,187772,2620611,-10,-9.132458765,-0.923660404,0.056119168
201805,187772,2620611,-10.7,-9.433070571,-1.389399913,0.122470484
201806,187772,2620611,-11.5,-9.735731943,-0.488606541,-1.275661516
201807,187772,2620611,-10.2,-10.04022503,0.353061848,-0.512836816
201808,187772,2620611,-10.5,-10.34072698,-0.069686286,-0.089586731
201809,187772,2620611,-10,-10.64727176,0.703651134,-0.056379372
201810,187772,2620611,-11.1,-10.9299937,-0.074331279,-0.095675021
201811,187772,2620611,-11.2,-11.15483022,0.022837754,-0.068007537
201812,187772,2620611,-10.5,-11.33202386,0.783564532,0.048459328
201901,187772,2620611,-10.6,-11.45936206,1.023245072,-0.163883011
201902,187772,2620611,-12.1,-11.53548644,0.34688593,-0.911399493
201903,187772,2620611,-12.6,-11.60901396,-0.367985104,-0.623000933
201904,187772,2620611,-12.9,-11.68525132,-1.066294136,-0.148454547
201905,187772,2620611,-12.6,-11.75322845,-1.393516041,0.546744494
201906,187772,2620611,-12.1,-11.8005759,-0.376826074,0.077401974
201907,187772,2620611,-11.4,-11.89242655,0.416943702,0.075482845
201908,187772,2620611,-11.4,-12.00597974,-0.026013861,0.631993596
201909,187772,2620611,-10.8,-12.12510721,0.832141644,0.492965562
201910,187772,2620611,-11.6,-12.26619073,-0.054995248,0.721185982
201911,187772,2620611,-12.3,-12.41423241,0.032372779,0.081859631
201912,187772,2620611,-11.9,-12.56508565,0.705150821,-0.040065166
202001,187772,2620611,-11.7,-12.76511027,0.982737505,0.082372766
202002,187772,2620611,-12.6,-12.98694449,0.385411665,0.001532825
202003,187772,2620611,-13.7,-13.21384618,-0.481537799,-0.004616024
202004,187772,2620611,-14.6,-13.44126713,-1.217928077,0.059195206
202005,187772,2620611,-15.1,-13.66826229,-1.40833431,-0.023403403
202006,187772,2620611,-14.2,-13.89556974,-0.265705096,-0.038725167
202007,187772,2620611,-13.7,-14.11981074,0.469369276,-0.049558535
202008,187772,2620611,-14.3,-14.34399873,0.020274801,0.023723934
202009,187772,2620611,-13.6,-14.56751845,0.956160887,0.011357565
202010,187772,2620611,-14.8,-14.79033965,-0.034063168,0.024402813
202011,187772,2620611,-15,-15.0126428,0.042325893,-0.029683089
202012,187772,2620611,-14.6,-15.23464657,0.620823743,0.01382283
