Time,X,Y,Original,Trend,Seasonal,Residual
201501,182075,2613831,0.2,-1.037333001,1.236548594,0.000784407
201502,182075,2613831,-0.6,-1.18766689,0.579936586,0.007730304
201503,182075,2613831,-1.6,-1.337643376,-0.268126794,0.00577017
201504,182075,2613831,-2.7,-1.487202696,-1.218122302,0.005324998
201505,182075,2613831,-3.3,-1.636365616,-1.646093525,-0.017540859
201506,182075,2613831,-3.2,-1.785346632,-1.401912805,-0.012740563
201507,182075,2613831,-2.5,-1.93435851,-0.55588616,-0.00975533
201508,182075,2613831,-1.9,-2.078344685,0.193876863,-0.015532178
201509,182075,2613831,-1.4,-2.219417794,0.820804136,-0.001386342
201510,182075,2613831,-1.4,-2.35824375,0.960571065,-0.002327315
201511,182075,2613831,-2.2,-2.495725055,0.296356062,-0.000631007
201512,182075,2613831,-1.6,-2.632492829,1.032740384,-0.000247555
201601,182075,2613831,-1.6,-2.769440074,1.158006161,0.011433913
201602,182075,2613831,-2.7,-2.907342242,0.214928063,-0.007585821
201603,182075,2613831,-3.1,-3.068544177,-0.224637232,0.193181409
201604,182075,2613831,-2.8,-3.251121321,-1.073019106,1.524140428
201605,182075,2613831,-4.1,-3.428715669,-1.59254126,0.921256929
201606,182075,2613831,-4.1,-3.600661722,-1.188335544,0.688997266
201607,182075,2613831,-4,-3.754106593,-0.386011481,0.140118073
201608,182075,2613831,-3.5,-3.902503857,0.388718272,0.013785585
201609,182075,2613831,-3.4,-4.200590098,0.819999517,-0.01940942
201610,182075,2613831,-3,-4.493151689,0.644826019,0.84832567
201611,182075,2613831,-3.5,-4.783386657,0.258644253,1.024742404
201612,182075,2613831,-2.9,-5.067577691,1.010484728,1.157092963
201701,182075,2613831,-4.3,-5.34941646,1.075603131,-0.026186672
201702,182075,2613831,-5.8,-5.629693007,-0.152173096,-0.018133896
201703,182075,2613831,-6.5,-5.886095231,-0.186077623,-0.427827146
201704,182075,2613831,-7.1,-6.143573989,-0.935896443,-0.020529568
201705,182075,2613831,-7.9,-6.407614592,-1.560335013,0.067949605
201706,182075,2613831,-7.6,-6.676684797,-0.996926448,0.073611245
201707,182075,2613831,-6.6,-6.95312108,-0.234961382,0.588082462
201708,182075,2613831,-6.7,-7.23145708,0.553460095,-0.022003015
201709,182075,2613831,-6.5,-7.513036799,0.791838685,0.221198113
201710,182075,2613831,-7.9,-7.79775039,0.298478263,-0.400727873
201711,182075,2613831,-7.9,-8.074190116,0.188120311,-0.013930196
201712,182075,2613831,-7.4,-8.342447348,0.95556404,-0.013116692
201801,182075,2613831,-7.2,-8.607646995,0.938966165,0.468680829
201802,182075,2613831,-8,-8.868138905,0.110920022,0.757218883
201803,182075,2613831,-9.3,-9.126924143,-0.17799503,0.004919173
201804,182075,2613831,-10.2,-9.385458077,-0.810852417,-0.003689506
201805,182075,2613831,-11.1,-9.686505997,-1.576295686,0.162801683
201806,182075,2613831,-12.2,-9.98706266,-0.822033966,-1.390903373
201807,182075,2613831,-11,-10.2784847,-0.0191306,-0.702384699
201808,182075,2613831,-11,-10.56975486,0.36809111,-0.798336252
201809,182075,2613831,-10.2,-10.86464526,0.839077138,-0.174431876
201810,182075,2613831,-11.2,-11.16553649,-0.034463512,-6.04E-14
201811,182075,2613831,-11.3,-11.43852848,0.138528483,-2.31E-14
201812,182075,2613831,-11.1,-11.46136448,0.927448658,-0.566084182
201901,182075,2613831,-11.4,-11.52637703,0.831121271,-0.704744245
201902,182075,2613831,-13,-11.61847444,0.27580218,-1.657327736
201903,182075,2613831,-12.3,-11.71535986,-0.24662253,-0.338017607
201904,182075,2613831,-13.5,-11.78468833,-0.64891187,-1.0663998
201905,182075,2613831,-13.5,-11.83857089,-1.661427236,-1.88E-06
201906,182075,2613831,-12.7,-11.9789841,-0.721019769,3.87E-06
201907,182075,2613831,-12.1,-12.1397061,0.019399858,0.020306238
201908,182075,2613831,-11.6,-12.31744053,0.256291212,0.461149319
201909,182075,2613831,-11.1,-12.49426831,0.853952055,0.540316258
201910,182075,2613831,-12.1,-12.6719895,0.032384894,0.53960461
201911,182075,2613831,-12.6,-12.84645742,0.085341443,0.161115979
201912,182075,2613831,-12.1,-13.01022826,0.897802117,0.012426141
202001,182075,2613831,-12.5,-13.2163193,0.714742617,0.001576686
202002,182075,2613831,-13,-13.44586298,0.428425791,0.017437193
202003,182075,2613831,-14,-13.67693057,-0.324090371,0.001020945
202004,182075,2613831,-14.4,-13.90882873,-0.494843261,0.003671987
202005,182075,2613831,-15.9,-14.14107658,-1.754831218,-0.004092198
202006,182075,2613831,-15,-14.37375601,-0.626418552,0.000174558
202007,182075,2613831,-14.6,-14.60591056,0.012624924,-0.006714361
202008,182075,2613831,-14.7,-14.83822421,0.142191053,-0.003966845
202009,182075,2613831,-14.2,-15.07050519,0.867484137,0.003021052
202010,182075,2613831,-15.2,-15.30267895,0.099092842,0.003586104
202011,182075,2613831,-15.5,-15.53474687,0.032594782,0.002152084
202012,182075,2613831,-14.9,-15.76674175,0.86889884,-0.002157089
