Time,X,Y,Original,Trend,Seasonal,Residual
201501,194875,2616146,2.74,-1.762298472,4.749245936,-0.246947464
201502,194875,2616146,-3.75,-1.580592527,-2.23216649,0.062759018
201503,194875,2616146,-4.32,-1.401417582,-3.085707127,0.167124709
201504,194875,2616146,-6.01,-1.223556925,-4.801610334,0.015167259
201505,194875,2616146,-7.72,-1.046597488,-6.700389875,0.026987364
201506,194875,2616146,-1.77,-0.871350018,-0.980850586,0.082200604
201507,194875,2616146,1.63,-0.707724989,2.220011823,0.117713167
201508,194875,2616146,-1.04,-0.536842276,-0.346698378,-0.156459346
201509,194875,2616146,0.93,-0.331610692,1.462871093,-0.201260401
201510,194875,2616146,3.26,-0.095205715,3.422280299,-0.067074585
201511,194875,2616146,1.29,0.188470301,1.401221726,-0.299692027
201512,194875,2616146,5.53,0.54692622,5.233819282,-0.250745503
201601,194875,2616146,6.46,0.779516239,5.078089651,0.60239411
201602,194875,2616146,-0.06,0.71860139,-3.205498589,2.426897199
201603,194875,2616146,0.83,0.818482704,-3.678906732,3.690424028
201604,194875,2616146,1.01,1.008394722,-4.334941884,4.336547162
201605,194875,2616146,-1.23,1.136237582,-6.26086719,3.894629608
201606,194875,2616146,-0.26,1.065241314,-1.180579609,-0.144661705
201607,194875,2616146,3.28,1.295134318,2.268134003,-0.283268321
201608,194875,2616146,1.71,1.575128291,-0.141531694,0.276403403
201609,194875,2616146,4.55,1.775764486,2.106762871,0.667472643
201610,194875,2616146,5.06,1.867854875,2.902823456,0.289321669
201611,194875,2616146,3.81,1.857469045,1.717186523,0.235344432
201612,194875,2616146,7.04,1.791226093,5.06084138,0.187932527
201701,194875,2616146,2.57,1.675020617,5.252346167,-4.357366784
201702,194875,2616146,-2.71,1.532857076,-4.171988953,-0.070868123
201703,194875,2616146,-3.26,1.392125212,-4.210790569,-0.441334643
201704,194875,2616146,-2.55,1.257473609,-3.88675418,0.079280571
201705,194875,2616146,-4.7,1.126885865,-5.850864031,0.023978166
201706,194875,2616146,-0.35,0.983092897,-1.430505381,0.097412484
201707,194875,2616146,3.46,0.87033536,2.255597283,0.334067357
201708,194875,2616146,2.81,0.792659329,-0.018444278,2.035784949
201709,194875,2616146,2.97,0.711298879,2.700865736,-0.442164615
201710,194875,2616146,2.14,0.626530308,2.316119914,-0.802650222
201711,194875,2616146,2.77,0.548020094,1.888525711,0.333454195
201712,194875,2616146,5.49,0.408965318,4.736509489,0.344525192
201801,194875,2616146,7.09,0.27033362,4.803763456,2.015902924
201802,194875,2616146,3.33,0.143795733,-2.945570646,6.131774913
201803,194875,2616146,-0.21,-0.003307369,-4.54248613,4.3357935
201804,194875,2616146,-3.92,-0.198288424,-3.664425161,-0.057286415
201805,194875,2616146,-6.07,-0.423652475,-5.766857226,0.120509701
201806,194875,2616146,-2.33,-0.479098123,-1.512587085,-0.338314792
201807,194875,2616146,1.27,-0.419705856,2.324412576,-0.634706721
201808,194875,2616146,-0.47,-0.350769326,-0.048719251,-0.070511423
201809,194875,2616146,2.88,-0.254058362,3.161262297,-0.027203935
201810,194875,2616146,1.87,-0.109522799,1.443700034,0.535822765
201811,194875,2616146,1.78,0.040105233,1.759830214,-0.019935447
201812,194875,2616146,3.79,0.155847142,4.475779618,-0.84162676
201901,194875,2616146,5,0.232219007,4.008876197,0.758904796
201902,194875,2616146,-3.82,0.373653173,-1.694815113,-2.49883806
201903,194875,2616146,-4.02,0.635924789,-4.267844774,-0.388080015
201904,194875,2616146,-4.68,0.890817407,-3.511519978,-2.059297429
201905,194875,2616146,-2.13,1.147658004,-5.878155302,2.600497297
201906,194875,2616146,2.3,1.376448972,-1.439027246,2.362578273
201907,194875,2616146,4.19,1.615572868,2.477092149,0.097334983
201908,194875,2616146,3.42,1.874193517,-0.098979103,1.644785585
201909,194875,2616146,6.03,1.915466538,3.576003026,0.538530435
201910,194875,2616146,4.64,1.803019084,0.533925236,2.30305568
201911,194875,2616146,3.37,1.685763473,1.355515542,0.328720984
201912,194875,2616146,5.64,1.548254059,4.373745835,-0.281999894
202001,194875,2616146,4.14,1.347374133,3.123482344,-0.330856477
202002,194875,2616146,0.73,1.136597153,-0.422202346,0.015605193
202003,194875,2616146,-2.75,0.946489827,-3.951169719,0.254679892
202004,194875,2616146,-2.55,0.762126687,-3.338572285,0.026445598
202005,194875,2616146,-5.43,0.568229686,-5.97764023,-0.020589456
202006,194875,2616146,-0.89,0.347933464,-1.353350331,0.115416867
202007,194875,2616146,2.87,0.109839747,2.668746729,0.091413524
202008,194875,2616146,-0.22,-0.108907637,-0.126471857,0.015379494
202009,194875,2616146,3.43,-0.326270473,4.016292474,-0.260022001
202010,194875,2616146,-1.02,-0.545084328,-0.366926955,-0.107988717
202011,194875,2616146,-0.02,-0.764402123,0.941916134,-0.19751401
202012,194875,2616146,3.73,-0.98214518,4.31672228,0.3954229
