Time,X,Y,Original,Trend,Seasonal,Residual
201501,183652,2617397,2.45,-1.607642356,4.072807452,-0.015165097
201502,183652,2617397,-3.7,-1.492136766,-2.264015672,0.056152438
201503,183652,2617397,-5.31,-1.373234423,-4.126860757,0.190095179
201504,183652,2617397,-7.37,-1.250214757,-6.018146358,-0.101638885
201505,183652,2617397,-4.11,-1.123736225,-2.813909045,-0.17235473
201506,183652,2617397,-2.45,-0.995984349,-1.629148974,0.175133323
201507,183652,2617397,-1.09,-0.869532942,0.311966024,-0.532433082
201508,183652,2617397,1.44,-0.720138891,2.193355315,-0.033216424
201509,183652,2617397,0.91,-0.547834845,1.282566371,0.175268474
201510,183652,2617397,3.41,-0.352637709,3.57534571,0.187291998
201511,183652,2617397,0.99,-0.13920172,1.27495139,-0.14574967
201512,183652,2617397,4.04,0.106140576,4.338551195,-0.404691771
201601,183652,2617397,4.57,0.438199973,4.025449777,0.10635025
201602,183652,2617397,0.7,0.724251104,-2.979124034,2.95487293
201603,183652,2617397,1.16,0.987961101,-4.040105908,4.212144807
201604,183652,2617397,1.11,1.247237758,-5.39621028,5.258972522
201605,183652,2617397,-1.96,1.499339742,-3.997996889,0.538657147
201606,183652,2617397,0.33,1.695413826,-1.312489174,-0.052924652
201607,183652,2617397,3.14,1.577691751,1.178860578,0.383447671
201608,183652,2617397,1.74,1.43048239,2.291099953,-1.981582343
201609,183652,2617397,3.26,1.305037284,2.430748457,-0.475785742
201610,183652,2617397,5.52,1.134959405,2.449110636,1.935929959
201611,183652,2617397,2.36,0.926855638,1.419065258,0.014079104
201612,183652,2617397,5.59,0.738118375,4.074480195,0.77740143
201701,183652,2617397,0.96,0.576050717,3.969413884,-3.585464601
201702,183652,2617397,-3.39,0.403420665,-3.7026255,-0.090795165
201703,183652,2617397,-4.49,0.227494024,-3.963725378,-0.753768646
201704,183652,2617397,-4.42,0.109764763,-4.806295091,0.276530328
201705,183652,2617397,-5.73,0.081275081,-5.200234992,-0.611040088
201706,183652,2617397,-1.45,0.093647575,-0.905885424,-0.637762151
201707,183652,2617397,3.04,0.095713456,1.929568715,1.014717829
201708,183652,2617397,3.21,0.099093751,2.293445726,0.817460523
201709,183652,2617397,3.79,0.107357336,3.462900216,0.219742449
201710,183652,2617397,0.68,0.103539684,1.230662541,-0.654202225
201711,183652,2617397,1.67,0.048174523,1.401164984,0.220660494
201712,183652,2617397,3.38,-0.046830646,3.708684386,-0.28185374
201801,183652,2617397,3.51,-0.178554746,3.557261633,0.131293113
201802,183652,2617397,1.2,-0.32085307,-2.618134907,4.138987977
201803,183652,2617397,-3.13,-0.486592336,-3.939180456,1.295772791
201804,183652,2617397,-5.11,-0.666693356,-4.60663189,0.163325246
201805,183652,2617397,-7.21,-0.815063522,-5.874517076,-0.520419403
201806,183652,2617397,-8.18,-0.967826283,-0.3946692,-6.817504517
201807,183652,2617397,0.93,-1.097098786,2.197644971,-0.170546185
201808,183652,2617397,-0.53,-1.190271495,2.253877499,-1.593606004
201809,183652,2617397,3.33,-1.234064862,4.114609761,0.449455101
201810,183652,2617397,-1.08,-1.20363124,0.296087427,-0.172456187
201811,183652,2617397,0.14,-1.149064056,1.12047444,0.168589616
201812,183652,2617397,2.1,-1.083172955,3.279741756,-0.096568801
201901,183652,2617397,-0.09,-0.983603711,3.011901657,-2.118297947
201902,183652,2617397,-4.82,-0.795581748,-1.513602463,-2.510815789
201903,183652,2617397,-4.57,-0.563631756,-3.509673861,-0.496694383
201904,183652,2617397,-5.4,-0.344361729,-4.739252097,-0.316386174
201905,183652,2617397,-2.8,-0.072624392,-6.061922297,3.334546689
201906,183652,2617397,0.89,0.278496566,0.222173635,0.389329799
201907,183652,2617397,2.82,0.553117549,2.05432016,0.212562291
201908,183652,2617397,3.04,0.66485766,1.879242381,0.495899959
201909,183652,2617397,5.7,0.611811434,4.22055739,0.867631177
201910,183652,2617397,0.78,0.442253771,-0.098054383,0.435800612
201911,183652,2617397,-0.41,0.246823857,0.83450568,-1.491329537
201912,183652,2617397,2.68,0.016995413,3.105864079,-0.442859492
202001,183652,2617397,2.16,-0.260118007,2.452628708,-0.032510701
202002,183652,2617397,-0.91,-0.539247628,-0.396782618,0.026030247
202003,183652,2617397,-3.71,-0.78503413,-3.107193186,0.182227316
202004,183652,2617397,-5.71,-1.025003109,-4.866550428,0.181553537
202005,183652,2617397,-7.29,-1.298631562,-6.22252647,0.231158032
202006,183652,2617397,-0.9,-1.590019502,0.872135423,-0.182115921
202007,183652,2617397,-0.03,-1.831301012,1.882241329,-0.080940317
202008,183652,2617397,-0.63,-2.050447472,1.52841066,-0.107963187
202009,183652,2617397,1.31,-2.269990186,4.273843021,-0.693852835
202010,183652,2617397,-3.15,-2.488127457,-0.495952639,-0.165919905
202011,183652,2617397,-1.97,-2.700705403,0.514746438,0.215958965
202012,183652,2617397,0.48,-2.904181077,2.976820399,0.407360678
