Time,X,Y,Original,Trend,Seasonal,Residual
201501,167842,2604974,1.95,-2.917175173,4.93997957,-0.072804396
201502,167842,2604974,0.41,-2.777910908,3.189836734,-0.001925826
201503,167842,2604974,-7.64,-2.638123481,-5.126431962,0.124555443
201504,167842,2604974,-11.24,-2.496894226,-8.850106745,0.107000971
201505,167842,2604974,-13.91,-2.354137291,-11.48054083,-0.075321875
201506,167842,2604974,-6.85,-2.211815312,-4.457225799,-0.18095889
201507,167842,2604974,-8.4,-2.07750351,0.310463608,-6.632960098
201508,167842,2604974,0.19,-1.928613801,2.083256832,0.035356969
201509,167842,2604974,3.16,-1.752572739,4.781694241,0.130878498
201510,167842,2604974,4.17,-1.546568231,6.066217567,-0.349649337
201511,167842,2604974,2.99,-1.318956213,4.36111994,-0.052163727
201512,167842,2604974,3.41,-1.070682827,4.57823231,-0.097549483
201601,167842,2604974,4.64,-0.795714645,5.399020956,0.036693689
201602,167842,2604974,0.06,-0.566056298,0.494735362,0.131320936
201603,167842,2604974,-0.89,-0.419283598,-4.859833183,4.389116781
201604,167842,2604974,1.39,-0.286188508,-8.493504695,10.1696932
201605,167842,2604974,-3.73,-0.147501176,-10.810628,7.22812918
201606,167842,2604974,-2.5,-0.004253125,-2.992784898,0.497038023
201607,167842,2604974,0.12,0.112042764,0.256885225,-0.248927989
201608,167842,2604974,1.9,0.184401096,1.961040641,-0.245441737
201609,167842,2604974,5.11,0.217455169,4.98503043,-0.092485599
201610,167842,2604974,6.27,0.166995768,5.655899346,0.447104885
201611,167842,2604974,5.65,0.085593492,4.143196479,1.421210028
201612,167842,2604974,6.78,0.010745993,4.667120394,2.102133613
201701,167842,2604974,6.13,-0.07765871,5.809670561,0.397988149
201702,167842,2604974,-2.61,-0.208329447,-2.235415163,-0.16625539
201703,167842,2604974,-5.42,-0.396194292,-4.619114581,-0.404691127
201704,167842,2604974,-10.91,-0.601825817,-8.180413826,-2.127760357
201705,167842,2604974,-10.55,-0.808909959,-10.21492402,0.473833983
201706,167842,2604974,-2.99,-1.025284109,-1.698406629,-0.266309263
201707,167842,2604974,-0.92,-1.269065035,0.036993868,0.312071167
201708,167842,2604974,0.49,-1.531644665,1.686168143,0.335476523
201709,167842,2604974,2.24,-1.819049037,5.096457995,-1.037408958
201710,167842,2604974,0.43,-2.102941271,5.105130844,-2.572189573
201711,167842,2604974,1.18,-2.346004326,3.774378331,-0.248374005
201712,167842,2604974,2.14,-2.5770272,4.587827666,0.129199534
201801,167842,2604974,2.85,-2.768611086,5.924518047,-0.305906962
201802,167842,2604974,2.51,-2.898773906,-0.631116743,6.039890649
201803,167842,2604974,-7.11,-3.015154216,-4.486439474,0.391593691
201804,167842,2604974,-11.54,-3.110897906,-8.249236086,-0.179866008
201805,167842,2604974,-13.44,-3.164990158,-10.05531773,-0.219692107
201806,167842,2604974,-9.63,-3.167502439,-2.389050574,-4.073446987
201807,167842,2604974,-3.63,-3.114451572,-0.290781233,-0.224767195
201808,167842,2604974,-1.99,-3.025099204,1.608411885,-0.573312681
201809,167842,2604974,2.4,-2.889352362,5.224306538,0.065045824
201810,167842,2604974,1.69,-2.701215737,4.394936404,-0.003720667
201811,167842,2604974,1.06,-2.548970386,3.307201904,0.301768482
201812,167842,2604974,2.13,-2.400914793,4.315481582,0.215433211
201901,167842,2604974,2.38,-2.241703076,6.033414667,-1.411711591
201902,167842,2604974,-4.83,-2.10029765,0.167968431,-2.897670781
201903,167842,2604974,-6.89,-1.975779896,-4.160629906,-0.753590198
201904,167842,2604974,-8.1,-1.725590731,-6.677507612,0.303098343
201905,167842,2604974,-4.99,-1.358156599,-10.28350521,6.651661806
201906,167842,2604974,-1.11,-1.143158678,-2.732880623,2.766039302
201907,167842,2604974,1.38,-0.938108357,-0.686299757,3.004408114
201908,167842,2604974,3.5,-0.678542755,1.587969744,2.590573011
201909,167842,2604974,5.78,-0.259398045,5.255709286,0.783688759
201910,167842,2604974,3.06,-0.289422903,3.547174255,-0.197751353
201911,167842,2604974,2.04,-0.555539926,2.748639516,-0.15309959
201912,167842,2604974,2.7,-0.785106391,3.775286193,-0.290179802
202001,167842,2604974,5.24,-1.005327476,6.143219328,0.102108148
202002,167842,2604974,-0.15,-1.213619932,0.969111772,0.09450816
202003,167842,2604974,-5.06,-1.403769211,-3.833703618,0.177472829
202004,167842,2604974,-6.9,-1.591367583,-5.14421397,-0.164418447
202005,167842,2604974,-12.25,-1.797071333,-10.47986429,0.026935625
202006,167842,2604974,-5.1,-2.013594577,-3.05421069,-0.032194733
202007,167842,2604974,-3.26,-2.211849724,-1.068704195,0.020553918
202008,167842,2604974,-0.72,-2.403256479,1.576317659,0.10693882
202009,167842,2604974,2.3,-2.59414507,5.288008463,-0.393863393
202010,167842,2604974,0.03,-2.784925348,2.723070116,0.091855232
202011,167842,2604974,-0.8,-2.974490207,2.174995904,-0.000505697
202012,167842,2604974,0.16,-3.162172253,3.225692287,0.096479966
