Time,X,Y,Original,Trend,Seasonal,Residual
201501,171150,2629140,1.69,0.614411897,1.197920503,-0.1223324
201502,171150,2629140,0.92,0.890666091,0.10236125,-0.073027341
201503,171150,2629140,1.08,1.16461685,-0.230230774,0.145613924
201504,171150,2629140,-0.27,1.437518626,-1.767151826,0.0596332
201505,171150,2629140,-1.91,1.710412148,-3.638545013,0.018132864
201506,171150,2629140,2.63,1.9837841,0.415785325,0.230430575
201507,171150,2629140,1.27,2.251277369,-0.771705754,-0.209571615
201508,171150,2629140,4.75,2.513958753,2.210139969,0.025901278
201509,171150,2629140,4.2,2.798687242,1.58524875,-0.183935992
201510,171150,2629140,5.42,3.107720055,2.41613961,-0.103859666
201511,171150,2629140,2.64,3.440558056,-0.927657127,0.127099071
201512,171150,2629140,2.51,3.800559485,-0.776723678,-0.513835807
201601,171150,2629140,5.86,4.126300469,1.332731871,0.40096766
201602,171150,2629140,4.87,4.329575195,0.360567714,0.179857091
201603,171150,2629140,6.22,4.568564146,-0.385863375,2.037299228
201604,171150,2629140,7.04,4.821157483,-1.897733589,4.116576106
201605,171150,2629140,4.41,5.04114553,-3.170313399,2.539167869
201606,171150,2629140,5.63,5.198802996,0.735100916,-0.303903912
201607,171150,2629140,5.33,5.348409261,-0.496708803,0.478299541
201608,171150,2629140,3.41,5.434785158,1.123789157,-3.148574315
201609,171150,2629140,7.5,5.424947469,1.721655907,0.353396623
201610,171150,2629140,7.02,5.355888752,1.46221328,0.201897968
201611,171150,2629140,4.36,5.19978055,-0.848706907,0.008926357
201612,171150,2629140,5.25,4.955676622,-0.167761506,0.462084884
201701,171150,2629140,5.9,4.684575309,1.470918624,-0.255493934
201702,171150,2629140,2.82,4.418330002,0.578760298,-2.177090301
201703,171150,2629140,3.33,4.165545928,-0.539989114,-0.295556814
201704,171150,2629140,1.9,3.924420127,-2.008989283,-0.015430844
201705,171150,2629140,1.06,3.724520679,-2.707812952,0.043292273
201706,171150,2629140,7.69,3.575480976,1.135319976,2.979199048
201707,171150,2629140,3.18,3.467192638,-0.238184304,-0.049008333
201708,171150,2629140,6.29,3.45294957,0.03347567,2.80357476
201709,171150,2629140,2.85,3.425501719,1.863623392,-2.439125111
201710,171150,2629140,1.19,3.382595081,0.508097603,-2.700692684
201711,171150,2629140,1.98,3.361060117,-0.71896975,-0.662090367
201712,171150,2629140,4.3,3.349271988,0.404939925,0.545788086
201801,171150,2629140,5.09,3.376367239,1.621450092,0.092182669
201802,171150,2629140,-0.86,3.44068934,0.882745216,-5.183434556
201803,171150,2629140,2.9,3.511919246,-0.451734556,-0.16018469
201804,171150,2629140,0.7,3.564473742,-1.903793296,-0.960680446
201805,171150,2629140,1.29,3.590270824,-2.650824834,0.35055401
201806,171150,2629140,0.14,3.633637475,1.495616516,-4.989253992
201807,171150,2629140,3.55,3.706799782,-0.245821295,0.089021513
201808,171150,2629140,2.71,3.780941485,-1.028276762,-0.042664723
201809,171150,2629140,5.64,3.823280783,1.844180123,-0.027460906
201810,171150,2629140,3.29,3.832316057,-0.384914085,-0.157401973
201811,171150,2629140,3.61,3.859315816,-0.540253246,0.290937431
201812,171150,2629140,4.56,3.917899525,0.58213421,0.059966265
201901,171150,2629140,4.83,3.998387493,1.901832213,-1.070219707
201902,171150,2629140,4.93,4.105633149,1.211824669,-0.387457817
201903,171150,2629140,4.24,4.235502005,-0.006965311,0.011463306
201904,171150,2629140,2.83,4.396632148,-1.596896486,0.030264338
201905,171150,2629140,4.48,4.476082971,-3.061027194,3.064944224
201906,171150,2629140,6.71,4.459055565,1.753787894,0.497156541
201907,171150,2629140,6.32,4.417737659,-0.421603879,2.323866221
201908,171150,2629140,5.07,4.346283036,-0.77931982,1.503036785
201909,171150,2629140,6.19,4.260013558,1.423126177,0.506860265
201910,171150,2629140,2.45,4.087668467,-1.122846821,-0.514821646
201911,171150,2629140,1.78,3.869544161,-0.387500864,-1.702043297
201912,171150,2629140,3.92,3.649251017,0.40530723,-0.134558247
202001,171150,2629140,5.7,3.426266301,2.136834515,0.136899183
202002,171150,2629140,4.99,3.205240288,1.570146985,0.214612727
202003,171150,2629140,3.42,2.990550935,0.424599538,0.004849527
202004,171150,2629140,1.53,2.763443288,-1.277530122,0.044086834
202005,171150,2629140,-1.05,2.53581293,-3.495624957,-0.090187973
202006,171150,2629140,3.95,2.321441996,1.922133326,-0.293575321
202007,171150,2629140,1.52,2.151252607,-0.601226912,-0.030025695
202008,171150,2629140,1.46,1.982774863,-0.532352595,0.009577732
202009,171150,2629140,2.47,1.816545218,0.934542756,-0.281087974
202010,171150,2629140,0.22,1.65394894,-1.773224365,0.339275425
202011,171150,2629140,1.2,1.495643173,-0.230643398,-0.064999776
202012,171150,2629140,1.6,1.340789719,0.203323691,0.05588659
