Time,X,Y,Original,Trend,Seasonal,Residual
201501,192041,2623606,2.05,-0.319612246,2.359896254,0.009715992
201502,192041,2623606,-0.19,-0.338798362,0.135782545,0.013015816
201503,192041,2623606,-2.15,-0.356966351,-1.803972719,0.01093907
201504,192041,2623606,-3.27,-0.373896382,-2.906693661,0.010590043
201505,192041,2623606,-3.83,-0.389488712,-3.402547958,-0.03796333
201506,192041,2623606,-0.59,-0.404013856,-0.19931239,0.013326246
201507,192041,2623606,-0.48,-0.417476894,0.016671101,-0.079194208
201508,192041,2623606,-0.52,-0.41534016,0.004649101,-0.109308941
201509,192041,2623606,0.51,-0.406282411,0.875809997,0.040472415
201510,192041,2623606,1.2,-0.388978098,1.585544511,0.003433587
201511,192041,2623606,0.68,-0.363214584,1.065777722,-0.022563137
201512,192041,2623606,2.01,-0.334915677,2.316352746,0.028562931
201601,192041,2623606,1.95,-0.308628119,2.275570105,-0.016941986
201602,192041,2623606,0.11,-0.259978188,-0.706373199,1.076351387
201603,192041,2623606,0.1,-0.192705284,-1.598067952,1.890773236
201604,192041,2623606,0.88,-0.133126387,-2.574813883,3.58794027
201605,192041,2623606,-1.04,-0.087948494,-3.137523979,2.185472473
201606,192041,2623606,-0.25,-0.024389707,-0.111928538,-0.113681754
201607,192041,2623606,0.55,0.019627105,0.192829989,0.337542905
201608,192041,2623606,0.34,0.0242352,0.174851763,0.140913037
201609,192041,2623606,1.2,0.033208334,1.311949693,-0.145158027
201610,192041,2623606,1.91,0.046277487,1.180192437,0.683530076
201611,192041,2623606,0.94,0.061411328,0.949212927,-0.070624255
201612,192041,2623606,2.17,0.087068397,2.096925285,-0.013993682
201701,192041,2623606,0.92,0.135632349,2.176968674,-1.392601023
201702,192041,2623606,-1.38,0.202449785,-1.551280827,-0.031168958
201703,192041,2623606,-2.42,0.262105212,-1.399709009,-1.282396202
201704,192041,2623606,-1.98,0.307679596,-2.256199361,-0.031480235
201705,192041,2623606,-2.29,0.345247031,-2.897578808,0.262331778
201706,192041,2623606,0.48,0.365809225,-0.085800604,0.199991379
201707,192041,2623606,0.66,0.356032199,0.346152523,-0.042184722
201708,192041,2623606,0.59,0.301105354,0.2754377,0.013456946
201709,192041,2623606,2.01,0.223934193,1.692712264,0.093353544
201710,192041,2623606,0.18,0.129513422,0.718388651,-0.667902073
201711,192041,2623606,0.9,0.012282433,0.7532016,0.134515966
201712,192041,2623606,1.56,-0.121392262,1.830883602,-0.14949134
201801,192041,2623606,1.94,-0.266377636,1.965951603,0.240426033
201802,192041,2623606,0.69,-0.426570684,-1.20092089,2.317491574
201803,192041,2623606,-1.84,-0.594410397,-1.258211708,0.012622105
201804,192041,2623606,-2.72,-0.754299914,-1.900876302,-0.064823783
201805,192041,2623606,-3.74,-0.873787422,-2.786734411,-0.079478168
201806,192041,2623606,-4.27,-0.951827448,-0.129791411,-3.188381141
201807,192041,2623606,-0.73,-1.020589565,0.494494875,-0.20390531
201808,192041,2623606,-1.49,-1.097734479,0.272578926,-0.664844447
201809,192041,2623606,0.9,-1.168941075,1.688077081,0.380863994
201810,192041,2623606,-0.99,-1.224414366,0.269021115,-0.034606749
201811,192041,2623606,-0.64,-1.288121722,0.505730617,0.142391105
201812,192041,2623606,0.22,-1.388753237,1.692668615,-0.083915378
201901,192041,2623606,0.28,-1.334143574,1.763546166,-0.149402592
201902,192041,2623606,-2.83,-1.069605518,-0.81282991,-0.947564573
201903,192041,2623606,-2.83,-0.888045423,-1.269807722,-0.672146855
201904,192041,2623606,-3.25,-0.739649075,-1.417805274,-1.092545651
201905,192041,2623606,-2.11,-0.563812131,-2.778300465,1.232112596
201906,192041,2623606,-0.54,-0.307626895,-0.176980596,-0.055392509
201907,192041,2623606,0.76,-0.161865971,0.685780237,0.236085734
201908,192041,2623606,0.15,-0.165690415,0.250384032,0.065306383
201909,192041,2623606,1.9,-0.195830269,1.574551726,0.521278543
201910,192041,2623606,-0.14,-0.239311107,-0.106977302,0.206288409
201911,192041,2623606,-0.17,-0.29624914,0.213454659,-0.087205519
201912,192041,2623606,1.29,-0.379813724,1.681658103,-0.011844378
202001,192041,2623606,1.13,-0.482784121,1.547416226,0.065367895
202002,192041,2623606,-1,-0.597160501,-0.418229891,0.015390392
202003,192041,2623606,-1.98,-0.718198415,-1.276898571,0.015096985
202004,192041,2623606,-1.74,-0.846474568,-0.929133583,0.035608151
202005,192041,2623606,-3.71,-0.987100374,-2.760125508,0.037225882
202006,192041,2623606,-1.32,-1.13542876,-0.235484364,0.050913124
202007,192041,2623606,-0.42,-1.279597921,0.894812777,-0.035214856
202008,192041,2623606,-1.21,-1.419802426,0.228737493,-0.018935066
202009,192041,2623606,-0.19,-1.560512188,1.469691026,-0.099178838
202010,192041,2623606,-2.27,-1.701547994,-0.510492041,-0.057959965
202011,192041,2623606,-1.9,-1.842166537,-0.094743922,0.036910458
202012,192041,2623606,-0.22,-1.981587774,1.689542327,0.072045447
