Time,X,Y,Original,Trend,Seasonal,Residual
201501,179485,2616803,1.44,-2.038395128,3.441617251,0.036777877
201502,179485,2616803,-3.53,-1.817925735,-1.552104005,-0.15997026
201503,179485,2616803,-5.71,-1.597927183,-4.363548289,0.251475472
201504,179485,2616803,-6.97,-1.378411842,-5.455955031,-0.135633127
201505,179485,2616803,-6.97,-1.160493912,-5.907631432,0.098125344
201506,179485,2616803,-3,-0.945718369,-1.595618875,-0.458662756
201507,179485,2616803,-1.51,-0.737654246,-1.143484724,0.371138969
201508,179485,2616803,2.49,-0.552693552,2.841937909,0.200755643
201509,179485,2616803,1.77,-0.342615609,1.859757652,0.252857957
201510,179485,2616803,4.27,-0.103336176,4.799426912,-0.426090736
201511,179485,2616803,1.84,0.144334173,1.943251127,-0.2475853
201512,179485,2616803,4.5,0.412238205,4.433308306,-0.345546511
201601,179485,2616803,4.08,0.733980166,3.376603855,-0.030584022
201602,179485,2616803,0.34,0.908561973,-1.138680404,0.570118431
201603,179485,2616803,1.21,0.913952854,-4.151596576,4.447643723
201604,179485,2616803,3.16,0.922600728,-5.361755971,7.599155243
201605,179485,2616803,-2.07,0.965934605,-5.961850492,2.925915887
201606,179485,2616803,0.26,0.994463059,-1.570744352,0.836281293
201607,179485,2616803,-0.14,0.924822594,-0.295276886,-0.769545707
201608,179485,2616803,3,0.966000427,2.649733039,-0.615733465
201609,179485,2616803,3.17,1.071846996,2.462917576,-0.364764572
201610,179485,2616803,5.62,1.058267682,3.641958724,0.919773594
201611,179485,2616803,3.39,0.872638511,1.57596403,0.941397459
201612,179485,2616803,5.41,0.717391499,4.017836936,0.674771566
201701,179485,2616803,0.51,0.601096998,3.314353085,-3.405450083
201702,179485,2616803,-2.32,0.428064123,-0.680131406,-2.067932716
201703,179485,2616803,-4.55,0.17227847,-3.932461149,-0.789817321
201704,179485,2616803,-4.93,-0.024893866,-5.273574104,0.36846797
201705,179485,2616803,-6.35,-0.038807422,-5.998771232,-0.312421346
201706,179485,2616803,-1.46,0.056656617,-1.523632286,0.006975669
201707,179485,2616803,2.79,0.038973919,0.504677836,2.246348246
201708,179485,2616803,3.34,-0.049653771,2.447655945,0.941997825
201709,179485,2616803,2.94,-0.104333307,3.09845945,-0.054126143
201710,179485,2616803,-1.96,-0.140481634,2.551066406,-4.370584772
201711,179485,2616803,-0.41,-0.233687489,1.246749291,-1.423061802
201712,179485,2616803,3.22,-0.382167753,3.628462738,-0.026294985
201801,179485,2616803,2.77,-0.522462507,3.012947006,0.2795155
201802,179485,2616803,-0.54,-0.626495561,-0.397822974,0.484318535
201803,179485,2616803,-4,-0.748523134,-3.422061556,0.17058469
201804,179485,2616803,-6.25,-0.914761902,-5.33170603,-0.003532068
201805,179485,2616803,-6.93,-1.088120365,-5.954016383,0.112136748
201806,179485,2616803,-3.9,-1.244953669,-1.312474928,-1.342571403
201807,179485,2616803,0.33,-1.339373202,1.285065418,0.384307784
201808,179485,2616803,-0.21,-1.378883819,2.453698671,-1.284814852
201809,179485,2616803,2.57,-1.367082501,3.459463213,0.477619288
201810,179485,2616803,-0.71,-1.247352523,1.454191393,-0.91683887
201811,179485,2616803,0.45,-0.95914462,0.844955281,0.564189338
201812,179485,2616803,1.99,-0.643280322,3.286866301,-0.65358598
201901,179485,2616803,-1.18,-0.321267516,2.590601459,-3.449333943
201902,179485,2616803,-5.43,-0.014632632,-0.079168065,-5.336199303
201903,179485,2616803,-1.43,0.305882809,-2.712388841,0.976506031
201904,179485,2616803,-5.49,0.641765541,-5.357960399,-0.773805142
201905,179485,2616803,-3.11,0.971000955,-6.014954138,1.933953183
201906,179485,2616803,0.22,1.143198344,-0.79167945,-0.131518894
201907,179485,2616803,3.17,1.140015883,1.691387521,0.338596596
201908,179485,2616803,4.04,1.054833481,2.351893592,0.633272927
201909,179485,2616803,6.66,0.908005024,3.482745559,2.269249418
201910,179485,2616803,1.58,0.660881994,0.45930051,0.459817496
201911,179485,2616803,0.37,0.366441216,0.784666437,-0.781107653
201912,179485,2616803,3.3,0.028900017,3.077868044,0.193231938
202001,179485,2616803,1.73,-0.322989614,2.122681716,-0.069692102
202002,179485,2616803,-0.48,-0.621948631,0.235893541,-0.09394491
202003,179485,2616803,-3.48,-0.882364344,-2.067136268,-0.530499388
202004,179485,2616803,-6.01,-1.12436636,-5.356722659,0.471089019
202005,179485,2616803,-7.75,-1.358269269,-6.087146124,-0.304584607
202006,179485,2616803,-1.37,-1.559777149,-0.190633083,0.380410232
202007,179485,2616803,-0.12,-1.695121995,1.905897171,-0.330775175
202008,179485,2616803,0.28,-1.824237138,2.266799359,-0.162562221
202009,179485,2616803,1.21,-1.955294695,3.507192844,-0.341898149
202010,179485,2616803,-2.53,-2.08490974,-0.378683382,-0.066406878
202011,179485,2616803,-1.11,-2.209837721,0.75052057,0.349317151
202012,179485,2616803,0.68,-2.328175888,2.927541144,0.080634744
