Well ID,X,Y,ds,dh
17,183652,2617397,-0.2,0.58
17,183652,2617397,-1.2,-3.11
17,183652,2617397,0.2,0.99
17,183652,2617397,0.5,1.71
17,183652,2617397,-0.2,0.13
17,183652,2617397,-0.7,-2.31
17,183652,2617397,-2.2,-4.33
17,183652,2617397,-1,-1.98
17,183652,2617397,-2,-2.1
17,183652,2617397,-2.5,-0.97
17,183652,2617397,2.9,9.11
17,183652,2617397,-0.7,-1.46
17,183652,2617397,1.2,3.86
17,183652,2617397,-1.6,-4.41
17,183652,2617397,0.2,1.22
17,183652,2617397,0.5,1.96
